OTUID,sort,Kingdom,Phylum,Class,Order,Family,Genus,Species
OTU903,ctyl,k__Bacteria,p__Bdellovibrionota,c__Oligoflexia,o__0319-6G20,f__norank,g__norank,s__norank
OTU904,ylxl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__A0839,g__norank,s__norank
OTU905,hl,k__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__Vicinamibacteraceae,g__norank,s__norank
OTU906,ctml,k__Bacteria,p__unidentified_Bacteria,c__Babeliae,o__Babeliales,f__norank,g__norank,s__norank
OTU908,ylmlxlhl,k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Bacteroidaceae,g__Bacteroides,s__Bacteroides_paurosaccharolyticus
OTU91,ctylmlxlhl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Alteromonadales,f__Shewanellaceae,g__Shewanella,s__Shewanella_sp_FDAARGOS_354
OTU912,yl,k__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__Caproiciproducens,s__norank
OTU913,ct,k__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Synechococcales,f__Cyanobiaceae,g__Cyanobium_PCC-6307,s__norank
OTU915,ml,k__Bacteria,p__Chlamydiae,c__unidentified_Chlamydiae,o__Chlamydiales,f__cvE6,g__norank,s__norank
OTU917,yl,k__Bacteria,p__Bacteroidota,c__SJA-28,o__norank,f__norank,g__norank,s__norank
OTU919,ml,k__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Ruminococcaceae,g__norank,s__norank
OTU92,ctylxlhl,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridiales,f__Clostridiaceae,g__Clostridium_sensu_stricto_12,s__Clostridium_sp_JN500901
OTU920,hl,k__Bacteria,p__Actinobacteriota,c__Coriobacteriia,o__Coriobacteriales,f__Eggerthellaceae,g__Enterorhabdus,s__norank
OTU921,yl,k__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Lachnospiraceae_NK4A136_group,s__norank
OTU925,ml,k__Bacteria,p__unidentified_Bacteria,c__Babeliae,o__Babeliales,f__unidentified_Babeliales,g__unidentified_Babeliales,s__candidate_division_TM6_bacterium_GW2011_GWF2_37_49
OTU926,hl,k__Bacteria,p__unidentified_Bacteria,c__Alphaproteobacteria,o__Micavibrionales,f__norank,g__norank,s__norank
OTU928,ml,k__Bacteria,p__unidentified_Bacteria,c__Oligoflexia,o__Oligoflexales,f__norank,g__norank,s__norank
OTU93,ctylmlxlhl,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU931,yl,k__Bacteria,p__Firmicutes,c__Clostridia,o__Clostridia_UCG-014,f__norank,g__norank,s__norank
OTU935,hl,k__Bacteria,p__unidentified_Bacteria,c__unidentified_Bacteria,o__unidentified_Bacteria,f__unidentified_Bacteria,g__unidentified_Bacteria,s__delta_proteobacterium_WX81
OTU936,xl,k__Bacteria,p__unidentified_Bacteria,c__Acidimicrobiia,o__Microtrichales,f__norank,g__norank,s__norank
OTU938,ct,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU939,ct,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Methylococcales,f__Methylomonadaceae,g__Crenothrix,s__norank
OTU94,ctylmlhl,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Beijerinckiaceae,g__norank,s__norank
OTU940,ml,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU946,ml,k__Bacteria,p__unidentified_Bacteria,c__Saccharimonadia,o__Saccharimonadales,f__norank,g__norank,s__norank
OTU947,mlhl,k__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Pseudonocardiales,f__Pseudonocardiaceae,g__Pseudonocardia,s__norank
OTU949,ctylmlxlhl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Enterobacterales,f__Enterobacteriaceae,g__Citrobacter,s__norank
OTU95,ctylmlxlhl,k__Bacteria,p__Firmicutes,c__Bacilli,o__Erysipelotrichales,f__Erysipelotrichaceae,g__[Anaerorhabdus]_furcosa_group,s__norank
OTU950,hl,k__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__IMCC26256,f__norank,g__norank,s__norank
OTU951,yl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Nitrosomonadaceae,g__Ellin6067,s__norank
OTU952,ylhl,k__Bacteria,p__unidentified_Bacteria,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__norank,s__norank
OTU953,mlhl,k__Bacteria,p__Actinobacteriota,c__Actinobacteria,o__Micrococcales,f__Intrasporangiaceae,g__Oryzihumus,s__norank
OTU954,xl,k__norank,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU955,ctxl,k__Bacteria,p__Firmicutes,c__Clostridia,o__Oscillospirales,f__Oscillospiraceae,g__Oscillibacter,s__norank
OTU956,mlhl,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU959,yl,k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Chitinophagales,f__Saprospiraceae,g__OLB8,s__norank
OTU96,ctylmlxlhl,k__Bacteria,p__Chloroflexi,c__Anaerolineae,o__SJA-15,f__norank,g__norank,s__norank
OTU960,xlhl,k__Bacteria,p__Cyanobacteria,c__Cyanobacteriia,o__Chloroplast,f__unidentified_Chloroplast,g__unidentified_Chloroplast,s__Planoglabratella_opercularis
OTU962,hl,k__Bacteria,p__Bacteroidota,c__Bacteroidia,o__Bacteroidales,f__Muribaculaceae,g__norank,s__norank
OTU963,mlxl,k__Bacteria,p__Planctomycetes,c__unidentified_Planctomycetes,o__Gemmatales,f__Gemmataceae,g__Fimbriiglobus,s__norank
OTU964,ml,k__Bacteria,p__Proteobacteria,c__Alphaproteobacteria,o__Rhizobiales,f__Hyphomicrobiaceae,g__Hyphomicrobium,s__norank
OTU968,mlhl,k__Bacteria,p__unidentified_Bacteria,c__Thermoleophilia,o__Gaiellales,f__norank,g__norank,s__norank
OTU97,ylxl,k__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__Fusicatenibacter,s__norank
OTU971,ctylmlhl,k__Bacteria,p__Actinobacteriota,c__Acidimicrobiia,o__Microtrichales,f__Ilumatobacteraceae,g__CL500-29_marine_group,s__norank
OTU973,ct,k__Bacteria,p__unidentified_Bacteria,c__unidentified_Bacteria,o__Pirellulales,f__Pirellulaceae,g__norank,s__norank
OTU976,ct,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU98,ctylmlxlhl,k__Bacteria,p__unidentified_Bacteria,c__Verrucomicrobiae,o__Verrucomicrobiales,f__Verrucomicrobiaceae,g__norank,s__norank
OTU981,ml,k__Bacteria,p__unidentified_Bacteria,c__Alphaproteobacteria,o__Holosporales,f__Holosporaceae,g__norank,s__norank
OTU987,ct,k__Bacteria,p__norank,c__norank,o__norank,f__norank,g__norank,s__norank
OTU99,ctylxlhl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Burkholderiales,f__Alcaligenaceae,g__GKS98_freshwater_group,s__norank
OTU990,ctylxlhl,k__Bacteria,p__Firmicutes,c__Clostridia,o__Lachnospirales,f__Lachnospiraceae,g__norank,s__norank
OTU991,ctyl,k__Bacteria,p__Planctomycetes,c__unidentified_Planctomycetes,o__Planctomycetales,f__Rubinisphaeraceae,g__SH-PL14,s__norank
OTU992,yl,k__Bacteria,p__Proteobacteria,c__Gammaproteobacteria,o__Coxiellales,f__Coxiellaceae,g__Coxiella,s__norank
OTU996,hl,k__Bacteria,p__Acidobacteriota,c__Vicinamibacteria,o__Vicinamibacterales,f__Vicinamibacteraceae,g__Luteitalea,s__norank
